cash_on_hand_thousand_usd,value,pdf_x_pt,pdf_y_pt,drawing_index
243.1400147858194,0.19042037830875502,306.4230194091797,160.6607666015625,268
244.49133329144667,0.19042037830875502,307.5950164794922,160.6607666015625,269
245.39241755223605,0.19042037830875502,308.37652587890625,160.6607666015625,270
246.2929212288326,0.19042037830875502,309.15753173828125,160.6607666015625,271
247.1934073119687,0.19042037830875502,309.9385223388672,160.6607666015625,272
248.5441628268635,0.19042037830875502,311.1100311279297,160.6607666015625,273
249.44464890999967,0.19042037830875502,311.8910217285156,160.6607666015625,274
250.34571557732863,0.19042037830875502,312.6725158691406,160.6607666015625,275
251.24736282885056,0.19042037830875502,313.4545135498047,160.6607666015625,276
252.14901008037242,0.19042037830875502,314.23651123046875,160.6607666015625,277
253.4997655952672,0.19042037830875502,315.40802001953125,160.6607666015625,278
254.40083226259623,0.19042037830875502,316.18951416015625,160.6607666015625,279
255.3013359391927,0.19042037830875502,316.97052001953125,160.6607666015625,280
256.2024201999821,0.19042037830875502,317.7520294189453,160.6607666015625,281
257.5537387056094,0.19042037830875502,318.9240264892578,160.6607666015625,282
258.45422478874553,0.19042037830875502,319.70501708984375,160.6607666015625,283
259.3558720402674,0.19042037830875502,320.4870147705078,160.6607666015625,284
260.2569563010568,0.19042037830875502,321.2685241699219,160.6607666015625,285
261.15745997765333,0.19042037830875502,322.0495300292969,160.6607666015625,286
262.50993965166634,0.19042037830875502,323.2225341796875,160.6607666015625,287
263.41100631899536,0.19042037830875502,324.0040283203125,160.6607666015625,288
264.3114924021315,0.19042037830875502,324.78501892089844,160.6607666015625,289
265.2114154945351,0.19042037830875502,325.5655212402344,160.6607666015625,290
266.5627340001624,0.19042037830875502,326.7375183105469,160.6607666015625,291
267.4638182609518,0.19042037830875502,327.51902770996094,160.6607666015625,292
268.3648849282808,0.19042037830875502,328.30052185058594,160.6607666015625,293
269.26653217980265,0.19042037830875502,329.08251953125,160.6607666015625,294
270.1676164405921,0.19042037830875502,329.86402893066406,160.6607666015625,295
271.51719319364076,0.19042037830875502,331.0345153808594,160.6607666015625,296
272.41769687023725,0.19042037830875502,331.8155212402344,160.6607666015625,297
273.31878113102664,0.19042037830875502,332.59703063964844,160.6607666015625,298
274.22042838254856,0.19042037830875502,333.3790283203125,160.6607666015625,299
275.5711663039829,0.19042037830875502,334.55052185058594,160.6607666015625,300
276.47223297131194,0.19042037830875502,335.33201599121094,160.6607666015625,301
277.37389781629423,0.19042037830875502,336.11402893066406,160.6607666015625,302
278.2749644836232,0.19042037830875502,336.89552307128906,160.6607666015625,303
279.17545056675937,0.19042037830875502,337.676513671875,160.6607666015625,304
280.5267690723866,0.19042037830875502,338.8485107421875,160.6607666015625,305
281.427853333176,0.19042037830875502,339.63002014160156,160.6607666015625,306
282.3289375939654,0.19042037830875502,340.4115295410156,160.6607666015625,307
283.2294236771015,0.19042037830875502,341.19252014160156,160.6607666015625,308
284.1299097602377,0.19042037830875502,341.9735107421875,160.6607666015625,309
285.4823894342507,0.19042037830875502,343.1465148925781,160.6607666015625,310
286.3828931108472,0.19042037830875502,343.9275207519531,160.6607666015625,311
287.28339678744373,0.19042037830875502,344.7085266113281,160.6607666015625,312
288.18446345477275,0.19042037830875502,345.4900207519531,160.6607666015625,313
289.53636254459286,0.19042037830875502,346.6625213623047,160.6607666015625,314
290.4374292119219,0.19042037830875502,347.4440155029297,160.6607666015625,315
291.33851347271127,0.19042037830875502,348.22552490234375,160.6607666015625,316
292.23843656511497,0.19042037830875502,349.0060272216797,160.6607666015625,317
293.1389226482511,0.19042037830875502,349.7870178222656,160.6607666015625,318
294.49025874733877,0.19042037830875502,350.9590301513672,160.6607666015625,319
295.39190599886064,0.19042037830875502,351.74102783203125,160.6607666015625,320
296.2929726661896,0.19042037830875502,352.52252197265625,160.6607666015625,321
297.19347634278614,0.19042037830875502,353.30352783203125,160.6607666015625,322
298.5453754326063,0.19042037830875502,354.4760284423828,160.6607666015625,323
299.4458791092028,0.19042037830875502,355.2570343017578,160.6607666015625,324
