panel,age,cash,paper,canonical,difference
C,65,275,31.9823726160888,34.041081462554,2.05870884646522
C,65,280,32.1976268736394,34.2804848955023,2.0828580218629
C,65,285,32.5520895470887,34.519424889168,1.9673353420793
C,65,290,32.7889182524287,34.7579237977315,1.96900554530275
C,65,295,33.0237899934086,34.9960035615884,1.97221356817984
C,85,5,4.67023623679508,5,0.329763763204921
C,85,10,9.72789888766639,10,0.272101112333608
C,85,15,14.9491256766376,15,0.0508743233623825
C,85,20,17.9458939950683,19.3572659610673,1.41137196599895
C,85,25,18.8618427817404,20.5065428665228,1.64470008478236
C,85,30,19.6898779931749,21.3474643571681,1.65758636399314
C,85,35,20.4581243987867,22.0798320974269,1.62170769864019
C,85,40,20.9877204496246,22.749279288941,1.7615588393164
C,85,45,21.5824437162625,23.3754047022713,1.79296098600884
C,85,50,22.2859595649475,23.9690427209458,1.68308315599829
C,85,55,22.8140286424327,24.5369047541215,1.72287611168882
C,85,60,23.2296857791059,25.0825613789581,1.85287559985225
C,85,65,23.7016148924915,25.60684390423,1.90522901173849
C,85,70,24.2916632292882,26.1155874068415,1.82392417755334
C,85,75,24.7641471548152,26.6109916307232,1.84684447590798
C,85,80,25.2358492226669,27.0954665396666,1.85961731699964
C,85,85,25.707741763648,27.5708010408355,1.86305927718759
C,85,90,26.1055123731962,28.0384020278548,1.9328896546586
C,85,95,26.7004314129524,28.4995229389944,1.79909152604199
C,85,100,27.0057952655153,28.9552694766498,1.9494742111345
C,85,105,27.4779871118081,29.4063686352575,1.92838152344941
C,85,110,27.9498856557473,29.8536303278597,1.90374467211248
C,85,115,28.4735403739364,30.2976909728765,1.82415059894011
C,85,120,28.8281491183944,30.7390329506755,1.91088383228114
C,85,125,29.248334510257,31.1780686241142,1.92973411385725
C,85,130,29.7202300527171,31.6152609403904,1.89503088767339
C,85,135,30.0951763227638,32.0508079865049,1.9556316637411
C,85,140,30.6009426984043,32.4850486720852,1.88410597368095
C,85,145,31.0178895182287,32.9181918727312,1.90030235450251
C,85,150,31.3810250276045,33.3503937954127,1.96936876780823
C,85,155,31.8253168058578,33.7818255830878,1.95650877722999
C,85,160,32.1979309083003,34.2126150262995,2.0146841179992
C,85,165,32.7139633090032,34.6428767954411,1.92891348643791
C,85,170,33.1574331972841,35.0727036974253,1.91527050014127
C,85,175,33.6020143531142,35.5021787364806,1.90016438336644
C,85,180,33.9680703194188,35.9313592608309,1.96328894141204
C,85,185,34.4560085085941,36.3602907493695,1.90428224077542
C,85,190,34.9337247921411,36.7890376066376,1.8553128144965
C,85,195,35.3784182882542,37.2176174233922,1.83919913513802
C,85,200,35.5866695456629,37.6460785474568,2.05940900179397
C,85,205,36.0252855697399,38.074433226806,2.04914765706613
C,85,210,36.5640874534013,38.5027142371939,1.93862678379269
C,85,215,37.0364733786179,38.9309239956709,1.89445061705297
C,85,220,37.3630199581658,39.3590875274464,1.99606756928065
C,85,225,37.7442640549853,39.7872128521516,2.04294879716625
C,85,230,38.2156862577436,40.2153040448873,1.99961778714369
C,85,235,38.8056351928301,40.6433729886782,1.83773779584808
C,85,240,39.0418962614857,41.0714242521441,2.02952799065834
C,85,245,39.5138732010193,41.499461616649,1.98558841562975
C,85,250,39.9863570333791,41.9274875090453,1.94113047566624
C,85,255,40.4582525758392,42.3555052145274,1.89725263868813
C,85,260,40.8120126806085,42.7835169166417,1.97150423603321
C,85,265,41.2844156956084,43.2115240451864,1.92710834957802
C,85,270,41.6857926894659,43.6395277087655,1.95373501929964
C,85,275,42.1301648519071,44.0675288081909,1.93736395628382
C,85,280,42.4637538543014,44.4955279887584,2.03177413445692
C,85,285,42.9003486496655,44.9235257518447,2.0231771021792
C,85,290,43.4624409976682,45.3515224852584,1.88908148759016
C,85,295,43.7619958802582,45.779518461384,2.01752258112581
